,ï»¿Review_title,Body,new_reviews
135,The best place to learn the management education,"Awesome Placements. Freedom to choose your way, Old hostels in pathetic condition. New hostels are world class. Laboratories are modernised. College Fests organised by societies are cool. Few Departments have great faculty members. Cooperative Departments but not to be expected from Administration.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",Awesome Placements Freedom choose way Old hostel pathetic condition new hostel world class Laboratories modernise College Fests organise society cool Few Departments great faculty member Cooperative Departments expect Administration Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
136,DOMS NIT Trichy is the centre for learning,"DOMS NIT Trichy is the place in which the place is the centre of learning .Faculties here are very supportive and helpful .The industry exposure is very good .The program and the pedagogy methods followed here are very helpful for the students to learn new things.most importantly the case studies we are studying now in marketing are helping us to find the strategy of the marketing techniques.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",dom NIT Trichy place place centre learn faculty supportive helpful the industry exposure good the program pedagogy method follow helpful student learn new thingsmost importantly case study study marketing help we find strategy marketing technique Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
137,Engineering college at its best.,"I expected a lot about this college before I entered it, keeping the IITs in my mind. It is after coming here that I understood that it has its own style and importance and it should not be compared with IITs. You get a lot of exposure to the world here. You spend your college life like a true engineer here. You enjoy a lot through many extra academic activities, a lot many fests: by organising and participating. You explore many new interests in you here. It gives you a chance to choose your career other than engineering. But, common and middle-class people should think twice to opt this college, as one should get prepared to empty one's pockets (but remember: no give, no take). The infrastructure is satisfactory and I hope it gets a lot better in the course of time.
This college gives you an attitude that you can get nowhere else.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",I expect lot college I enter keep iit mind it come I understand style importance compare IITs you get lot exposure world you spend college life like true engineer you enjoy lot many extra academic activity lot many fest organise participate you explore many new interest it give chance choose career engineering but common middleclass people think twice opt college one get prepare empty one pocket remember give take the infrastructure satisfactory I hope get lot well course time this college give attitude get nowhere else Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
138,College life redefined,"Enjoying college life is a dream of everyone who joins a college whether be it engineering or medicine. If you want to enjoy your engineering with wide opportunities in academics and extracurricular activities improve one's personality for industry. 
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",enjoy college life dream everyone join college whether engineering medicine if want enjoy engineer wide opportunity academic extracurricular activity improve one personality industry Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
139,Best college for Mechanical,"One of the Best college in the country for overall development is also a good, a placement record college improvement is needed in faculty and infrastructure but otherwise, the college is the best in the south India. I do recommend this college to anybody, Very good for mechanical as well in terms of infra and placements.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",one good college country overall development also good placement record college improvement need faculty infrastructure otherwise college good south India I recommend college anybody very good mechanical well term infra placement Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
140,Best fest college in the country,"One of the Best college in the country for overall development is also a good , a placement record college 
improvement is needed in faculty and infrastructure but otherwise, the college is the best in the south India.
I do recommend this college to anybody, Fests are the best part of this college and I love this college for just that reason.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",one good college country overall development also good placement record college improvement need faculty infrastructure otherwise college good south India I recommend college anybody fest good part college I love college reason Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
141,A very good college,"One of the Best college in the country for overall development is also a good, a placement record college improvement is needed in faculty and infrastructure but otherwise, the college is the best in the south India. I do recommend this college to anybody.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",one good college country overall development also good placement record college improvement need faculty infrastructure otherwise college good south India I recommend college anybody Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
142,Improvement required with faculty,"Better quality infrastructure and good faculty are required. The college still provides the best infrastructure and placements in south India, of course, Festember and Pragyan are the best fests out there and help in overall development of students, but still improvement is required. 
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",well quality infrastructure good faculty require the college still provide good infrastructure placement south India course Festember Pragyan good fest help overall development student still improvement required Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
143,Excellent college,"This college has good infrastructure and providing good placements to the students in core branches. The faculty is nice and very helpful to the students in studies and projects. We can enjoy a lot here with study and cultural fests. It is one of the top most engineering colleges in India.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",this college good infrastructure provide good placement student core branch the faculty nice helpful student study project we enjoy lot study cultural fest it one top engineering college India Infrastructure Placements Academics Campus Life Industry Exposure Hostel
144,Best of NITs,"NIT Trichy is one of the best engineering colleges in India.It is better than some of the IITs too. The college provides exposure to all kinds of activities. The syllabus is updated and has practical applications. Overall, The college is a heaven for engineering aspirants.
Very good hostel, mess Facilities, Placement guaranteed, good Cultural and technical fests like Pragyan and Festember ensure all round development. The college has students all over from the country and hence is good cosmopolitan culture. It is a very exhilarating experience for me. I got to learn many things. The academics here are research oriented. The faculties are very helpful in the research project. Also, the admin offers a lot of help to the students for their cultural and technical extracurricular activities. It's been great to be a part of a such a prestigious institute ranked no 1 among NITs. The infrastructure is great and the environment is full of opportunities. There are several clubs to enhance your passion and give purpose to your life. Life at NIT Trichy is not only about academics it is everything.

							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",NIT Trichy one good engineering college IndiaIt well iit the college provide exposure kind activity the syllabus update practical application overall the college heaven engineering aspirant very good hostel mess Facilities Placement guarantee good cultural technical fest like Pragyan Festember ensure round development the college student country hence good cosmopolitan culture it exhilarate experience I get learn many thing the academic research orient the faculty helpful research project also admin offer lot help student cultural technical extracurricular activity its great part prestigious institute rank 1 among nit the infrastructure great environment full opportunity there several club enhance passion give purpose life life NIT Trichy academic everything Infrastructure Placements Academics Campus Life Industry Exposure Hostel
145,Topmost NIT,"The Students of NIT Trichy are not just mere college-going children, but they are involved in extra and co-curricular works, projects and clubs of far greater significance. While the computing clubs like Delta Force are sole in charge of the college website & LAN, the entrepreneurship club ECELL have made their presence felt across the globe with their flagship annual event Ventura. Besides these, there are leisure clubs like Karate, Photography, Movie Making, Dance Troupe, Music Troupe, etc. Other technical clubs include GLUG-T (Linux & FOSS) and Sun Club (JAVA & Open Source Apps).
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",the Students NIT Trichy mere collegegoe child involve extra cocurricular work project club far great significance while compute club like Delta Force sole charge college website LAN entrepreneurship club ECELL make presence feel across globe flagship annual event Ventura Besides leisure club like Karate Photography Movie make Dance Troupe Music Troupe etc other technical club include glugt Linux foss Sun Club JAVA Open Source Apps Infrastructure Placements Academics Campus Life Industry Exposure Hostel
146,Best college in south india,"One of the best colleges in the country for engineering education,Very good hostel, mess Facilities, Placement guaranteed, good Cultural and technical fests like Pragyan and Festember ensure all round development, College has students all over from the country and hence is good cosmopolitan culture.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",one good college country engineering educationvery good hostel mess Facilities Placement guarantee good cultural technical fest like Pragyan Festember ensure round development College student country hence good cosmopolitan culture Infrastructure Placements Academics Campus Life Industry Exposure Hostel
147,Just fine,"The faculty isn't satisfactory. A crowd is eager to learn and explore. The campus is big but dry, could do with more greenery. Hostels are good. Infrastructure and facilities are satisfactory. A curriculum is not satisfactory. Overall life is fine.Lots of opportunities out there.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",the faculty be not satisfactory a crowd eager learn explore the campus big dry could greenery Hostels good infrastructure facility satisfactory a curriculum satisfactory overall life finelot opportunitie Infrastructure Placements Academics Campus Life Industry Exposure Hostel
148,Best college for all-round personality development,"NIT Trichy is one of the best engineering colleges in India.It is better than some of the IITs too. The college provides exposure to all kinds of activities. The syllabus is updated and has practical applications. Overall, The college is a heaven for engineering aspirants. 
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",NIT Trichy one good engineering college IndiaIt well iit the college provide exposure kind activity the syllabus update practical application overall the college heaven engineering aspirant Infrastructure Placements Academics Campus Life Industry Exposure Hostel
149,Fabulous college,"It is perfect weather.
fully surrounded with talented engineers.
full facilities and helpful faculties.
It has been great being a part of this great institute where every person feels a friend. The infrastructure is great and lets you utilise every aspect of it.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",it perfect weather fully surround talented engineer full facility helpful faculty it great part great institute every person feel friend the infrastructure great let utilise every aspect Infrastructure Placements Academics Campus Life Industry Exposure Hostel
150,Great college,"It is a very exhilarating experience for me. I got to learn many things. The academics here are research oriented. The faculties are very helpful in the research project. Also, the admin offers a lot of help to the students for their cultural and technical extracurricular activities.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",it exhilarate experience I get learn many thing the academic research orient the faculty helpful research project also admin offer lot help student cultural technical extracurricular activity infrastructure Placements Academics Campus Life Industry Exposure Hostel
151,My college,"It is one of the best government institutions for engineering in India. the best part about this college is that there is a lot of exposure to extracurricular activities in this college. the placements here are quite good. it has been a great time here. The exposure here is great .the faculties are not that great nut is knowledgeable.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",it one good government institution engineer India good part college lot exposure extracurricular activity college placement quite good great time the exposure great faculty great nut knowledgeable Infrastructure Placements Academics Campus Life Industry Exposure Hostel
152,Decent college,"NIT Trichy is a good college equipped with state of the art infrastructure. Here you will find innumerable opportunities to develop yourself. The environment here is very competitive and make you strive hard to achieve your goal. it is great being a part of this institute.

							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",NIT Trichy good college equip state art infrastructure here find innumerable opportunity develop the environment competitive make strive hard achieve goal great part institute Infrastructure Placements Academics Campus Life Industry Exposure Hostel
153,It's a dream college for every aspiring,"Such good environment. hostel infrastructure is bad in contrast with the college buildings. Placements are really good. faculties are cool and knowledgeable. the quality of the mess food here is average, say manageable. you can actually see unity in diversity in the campus. cows are the unofficial logo of the college. well, secured clean campus. free wifi in hostels and computer labs are main advantages.  
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",such good environment hostel infrastructure bad contrast college building placement really good faculty cool knowledgeable quality mess food average say manageable actually see unity diversity campus cow unofficial logo college well secure clean campus free wifi hostels computer lab main advantage Infrastructure Placements Academics Campus Life Industry Exposure Hostel
154,Nit trichy is a great college,"Nit Trichy is a great college and gives you a wide range of things to work upon and get to know your skills.It actually forces you into your better part and lets you utilise optimum level of your strength.It is a great experience studying at this institution.

							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",Nit Trichy great college give wide range thing work upon get know skillsIt actually force well part let utilise optimum level strengthit great experience study institution Infrastructure Placements Academics Campus Life Industry Exposure Hostel
155,Best among all Nits,"Nit Trichy situated along NH 67 in Trichy, is regarded as the best NITs according to recent statistical data.It really is great 
to be a part of this institute.The infrastructure is great and many new buildings are undergoing construction.The college life is great and one can always find room for fun activities.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",Nit Trichy situate along NH 67 Trichy regard good NITs accord recent statistical datait really great part institutethe infrastructure great many new building undergo constructionthe college life great one always find room fun activity Infrastructure Placements Academics Campus Life Industry Exposure Hostel
156,NIT Trichy India's pride,"One of the best colleges in the country, among the best in infrastructure placements etc. Any course in this college is worth it and is among the top ten technical institutes beating Several IITS. NITT is also well renowned for its hostel life and cultural and technical fests.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",one good college country among good infrastructure placement etc any course college worth among top ten technical institute beat several iit NITT also well renowne hostel life cultural technical fest Infrastructure Placements Academics Campus Life Industry Exposure Hostel
157,NITT the best you can get,"This is one if the best colleges in India where you get more than everything you wish for. Be it education, sports, friends, lessons for life and what not. It's ranked seven in India among top engineering colleges. Life at the hostel is much more fun. You have people of all cultures around you making it a learning experience.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",this one good college India get everything wish be education sport friend lesson life its rank seven India among top engineering college life hostel much fun you people culture around make learning experience Infrastructure Placements Academics Campus Life Industry Exposure Hostel
158,If you survive here you can survive anywhere,"Nit Trichy gives the wide variety of opportunities to test yourself in every aspect of life, ranging from core engineering activities to managerial activities like marketing , publicity and more. At Nit Trichy you get to know your strengths and weaknesses  ,and ways to counter them.The infrastructure is quite good and the faculties are knowledgeable enough to clear your every doubt, provided that you are ready to interact with them...regarding placements its good and you can be pretty sure about it
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",Nit Trichy give wide variety opportunity test every aspect life range core engineering activity managerial activity like marketing publicity at Nit Trichy get know strength weakness way counter themthe infrastructure quite good faculty knowledgeable enough clear every doubt provide ready interact themregarde placement good pretty sure infrastructure Placements Academics Campus Life Industry Exposure Hostel
159,College life is amazing,"College life is amazing. Has a massive campus. Faculties are also great. Has the true spirit of competition and placements are also better than other colleges. Its great to be a part of such a high-spirited college environment. I personally recommend this college.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",college life amazing have massive campus faculty also great have true spirit competition placement also well college its great part highspirite college environment I personally recommend college Infrastructure Placements Academics Campus Life Industry Exposure Hostel
160,The college is great with great infrastructure,"The college is great with great infrastructure. Apart from the academic record that is undoubtedly the best, here you grab opportunities which help you cover every aspect of life. The environment is very competitive and you get to learn various sort of things from the different variety of sports.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",the college great great infrastructure apart academic record undoubtedly good grab opportunity help cover every aspect life the environment competitive get learn various sort thing different variety sport Infrastructure Placements Academics Campus Life Industry Exposure Hostel
161,Itâs a great college with innumerable opportunities,"I honestly enjoy being part of this colleges.The infrastructure is great, placement records are just awesome, and many opportunities that help you shape as a better individual.The faculties are not that great in the initial semesters but are tremendous for the higher semesters.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",I honestly enjoy part collegesthe infrastructure great placement record awesome many opportunity help shape well individualthe faculty great initial semester tremendous high semester Infrastructure Placements Academics Campus Life Industry Exposure Hostel
162,Feel prod to be NITTIAN,"It's been great to be a part of a such a prestigious institute ranked no 1 among NITs. The infrastructure is great and the environment is full of opportunities. There are several clubs to enhance your passion and give purpose to your life. Life at NIT Trichy is not only about academics it is everything
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",its great part prestigious institute rank 1 among nit the infrastructure great environment full opportunity there several club enhance passion give purpose life life NIT Trichy academic everything Infrastructure Placements Academics Campus Life Industry Exposure Hostel
163,NIT Trichy one of Indias best technical institutes,"One of the best colleges in the country, Great hostel life. Technical fest Pragyan and cultural fest Festember are among the best in the country, Excellent Faculty and wonderful infrastructure , Good industrial exposure and 100 percent campus placement with the best salaries.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",one good college country great hostel life technical f Pragyan cultural f Festember among good country Excellent Faculty wonderful infrastructure good industrial exposure 100 percent campus placement good salary Infrastructure Placements Academics Campus Life Industry Exposure Hostel
164,Excellent college with supporting faculty and student favour,"Freedom levels are high, place to develop individually, capable of carrying mental stresses,  
Active participation, student dominant college, different kinds of people, wonderful placement record, can learn about any branch taking permission from HOD,
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",freedom level high place develop individually capable carry mental stress active participation student dominant college different kind people wonderful placement record learn branch take permission HOD Infrastructure Placements Academics Campus Life Industry Exposure Hostel
165,Incredible NITT,"New things, circumstances, pressures are common for everyone as we grew up. I may not experience these things in my life in any other college as I experienced in this college. My college is not just about academics but it is all about freedom. People think this college is a place for nerds and everyone is busy in studying all the time. But the truth is that NITT has many numbers of fest to engage ourselves in managing the fest.Every single fest is organised by only students and it is the highlight of my college.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",new thing circumstance pressure common everyone grow I may experience thing life college I experience college my college academic freedom People think college place nerd everyone busy study time but truth NITT many number f engage manage festevery single f organise student highlight college Infrastructure Placements Academics Campus Life Industry Exposure Hostel
166,"You miss NIT Trichy, you miss the real joy of college life","I feel NITT is magnificent when it comes to placements and exposure to industries. Yeah, somewhere it falls short when it comes to college infrastructure. But there are lots of constructions in progress inside the campus. I feel the hostels be quite decent.
Some faculties are outstanding, some are more on an average side.
But overall I have experienced a great time here being a part of this wonderful society of NITT.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",I feel NITT magnificent come placement exposure industry yeah somewhere fall short come college infrastructure but lot construction progress inside campus I feel hostel quite decent some faculty outstanding average side but overall I experience great time part wonderful society NITT Infrastructure Placements Academics Campus Life Industry Exposure Hostel
167,The best someone can get,"There's a lot if co-curricular and extra-curricular activities that we can be a part of. The exposure that we get from is college is invaluable. Hostellers would never feel like going home as there is some event every weekend. Overall it's a great experience. 
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",there s lot cocurricular extracurricular activity part the exposure get college invaluable Hostellers would never feel like go home event every weekend overall great experience Infrastructure Placements Academics Campus Life Industry Exposure Hostel
168,"The place to be, for there's none better","I am currently pursuing First Year B Tech here. To be honest, I didn't have the slightest idea that college could be so fun, but NIT Trichy definitely proved me wrong. One may be pushed to believe that NITT is all about studies and academics, but  it is nothing but an exaggeration, for there are various entities and fests like Pragyan which make college something of a new experience in itself. One word explanation: exemplary. 
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",I currently pursue First Year B Tech to honest I do not slightest idea college could fun NIT Trichy definitely prove wrong one may push believe NITT study academic nothing exaggeration various entity fest like Pragyan make college something new experience one word explanation exemplary Infrastructure Placements Academics Campus Life Industry Exposure Hostel
169,Freedom and opportunities overloaded,"It's obvious that NITT is one of the prestigious engineering Institute in the country. It is a student's dream to graduate from this heaven. Entering NITT you can be assured of your future. With many languages  around you, you will learn a lot and develop many more skills. Freedom and opportunities are immense hear. No dress code, No curfew(except 1st year), Lot of clubs and culturalist, Free WiFi, Leave on Saturday and Sundays. All these and moreover the pride of studying in NIT gives you immense pleasure...With a campus of 800 acres. You will get everything inside the campus. Be it stationery, food, SBI Bank, CCD. Everything makes NIT, A student's DREAM..!! 
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",its obvious NITT one prestigious engineering Institute country it student dream graduate heaven Entering NITT assure future with many language around learn lot develop many skill freedom opportunity immense hear no dress code no curfewexcept 1st year Lot club culturalist Free WiFi Leave Saturday you all moreover pride study NIT give immense pleasurewith campus 800 acre you get everything inside campus be stationery food SBI Bank CCD everything make NIT a student dream Infrastructure Placements Academics Campus Life Industry Exposure Hostel
170,Simply Awesome,"I was born and brought up in Abu Dhabi, so I had my doubts about joining here in India. But I am in love with this place and all my doubts vanished in the very first week itself. This place is more than home to me, in fact, I don't enjoy long vacations at home anymore. I'm more eager to get back to college. The facilities here are very good and the college is making continuous developments, keeping up the pace with other modern countries.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",I bear bring Abu Dhabi I doubt join India but I love place doubt vanish first week this place home fact I do not enjoy long vacation home anymore I m eager get back college the facility good college make continuous development keep pace modern country Infrastructure Placements Academics Campus Life Industry Exposure Hostel
171,The pride of India,"The college is really awesome. There are too many opportunities here that too equally for every department. The campus is very huge. The sports and other activities are also very nice. The faculty here is very experienced and also helpful. The library and the 24*7 octagon computer center are very useful and great. In a nutshell, this college is actually the best college I could have ever got.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",the college really awesome there many opportunity equally every department the campus huge the sport activity also nice the faculty experience also helpful the library 247 octagon computer center useful great in nutshell college actually good college I could ever got Infrastructure Placements Academics Campus Life Industry Exposure Hostel
172,Amazing college life,"NIT will make sure that you have an amazing college life and provide with ample opportunities in various fields right from day 1. The faculty is not that good but the competition will make sure you always study well. Scoring well won't be a problem in NITT.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",NIT make sure amazing college life provide ample opportunity various field right day 1 the faculty good competition make sure always study well scoring well will not problem NITT Infrastructure Placements Academics Campus Life Industry Exposure Hostel
173,Wonderful college,"I am really lucky to study in such a prestigious college like NIT, Trichy which always excels in both academics and developing skills of students. NIT, TRICHY is always among top 15 colleges in India in terms of placements  and infrastructure. It has 100% placements for cse which marks it's the highest excellence in placements !! The faculty for cse is also good.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",I really lucky study prestigious college like NIT Trichy always excel academic develop skill student NIT TRICHY always among top 15 college India term placement infrastructure it 100 placement cse mark high excellence placement the faculty cse also good Infrastructure Placements Academics Campus Life Industry Exposure Hostel
174,excellent college,"My college is one of the premier institutions in India. It has a very good infrastructure and lab facilities with air conditioning. The classrooms are huge and have air conditioners. The professors are very knowledgeable and they are passionate about teaching. They take extra classes also to make sure that we understand clearly. 
   My hostel life is very memorable. It has a lot of trees and fresh air. We have a gym, basketball court, badminton court and other sports facilities. We have cultural and techno-managerial fest which help us bond well without batchmates, seniors and juniors. 
  On the whole, I just love my college.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",my college one premier institution India it good infrastructure lab facility air conditioning the classroom huge air conditioner the professor knowledgeable passionate teaching they take extra class also make sure understand clearly my hostel life memorable it lot tree fresh air we gym basketball court badminton court sport facility we cultural technomanagerial f help we bond well without batchmate senior junior on whole I love college Infrastructure Placements Academics Campus Life Industry Exposure Hostel
175,It completely develop your life skills,"The Clubs are at a different level, Faculties are good 
You will have to work a lot, not because of ur academic but for a lot of events that happen with ur curriculum, it's hard to manage both
If ur selecting architecture is prepared for sleepless days because most days u won't get proper sleep ...It varies actually odd sem u will be freer but even sem u will never get to rest a single day seriously!
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",the Clubs different level faculty good you work lot ur academic lot event happen ur curriculum hard manage if ur select architecture prepare sleepless day day u will not get proper sleep it vary actually odd sem u free even sem u never get rest single day seriously Infrastructure Placements Academics Campus Life Industry Exposure Hostel
176,As a first year student,"I was new to these things, but you eventually get adjusted here than anywhere else in the world. Such hospitality NITT has!!!  You would never regret the decision made to study here and this college will always remain no.1 in the rankings of NITs. So, there is always a good chance of placements and southern region is an added advantage
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",I new thing eventually get adjust anywhere else world such hospitality NITT you would never regret decision make study college always remain no1 ranking nit so always good chance placement southern region add advantage Infrastructure Placements Academics Campus Life Industry Exposure Hostel
177,Building Blocks of Nation,"NIT is a centrally funded institute, offering various courses including Btech. There is no doubt in saying that this is the country's one of the best colleges. By recent rankings, it stands 9th overall in the country in all aspects. Never been in the hotel previously so up to now this college has provided the best way to start life with.  Even though the infrastructure is not so good it is providing various opportunities for students in all regards. Not only academics but also the fests, cultural activities, social welfare programs, research facilities, sports this college has it's own way of dealing.
Recently our college has won an award for it's social excellence.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",NIT centrally fund institute offer various course include Btech there doubt say country one good college by recent ranking stand 9th overall country aspect never hotel previously college provide good way start life even though infrastructure good provide various opportunity student regard not academic also fest cultural activity social welfare program research facility sport college way deal recently college award social excellence infrastructure Placements Academics Campus Life Industry Exposure Hostel
178,"Campus is very friendly ,freedom is everywhere","Freedom in every activity ,administration is very well ,hostels are maintained very well excellent  WiFi and internet facility almost all the campus  labs provide a basic exposure to things ,in summer temperature is too peak  many function halls and cultural activities 
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",freedom every activity administration well hostel maintain well excellent WiFi internet facility almost campus lab provide basic exposure thing summer temperature peak many function hall cultural activity Infrastructure Placements Academics Campus Life Industry Exposure Hostel
179,"Good opportunities for everything, big campus","Good Food, Very Good Infrastructure, big sports ground, many of them.Good Hostels.the main thing is good high-speed internet connections. Very Less load in academics. In practicals, no need to write lab records marks are based only on observations and viva.Very few girls. Many Restaurants in the Campus. Placements are very Good.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",good Food very good infrastructure big sport ground many themgood hostelsthe main thing good highspeed internet connection very Less load academic in practical need write lab record mark base observation vivavery girl many Restaurants Campus Placements Good Infrastructure Placements Academics Campus Life Industry Exposure Hostel
180,Awesome and affirmative always and every time,"Great experience so far. Everything is great about this college. You can never stop expecting something new out of this college. very moment is exciting and waiting for you to be surprised...the teaching staff is great and a lot of opportunities are dangling in your, waiting to be just grabbed..the cultural fests, the techno-management fests.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",great experience far everything great college you never stop expect something new college moment exciting wait surprisedthe teaching staff great lot opportunity dangle wait grabbedthe cultural fest technomanagement fest Infrastructure Placements Academics Campus Life Industry Exposure Hostel
181,Best I could have ever joined,"Life here is pretty amazing. Be it studies or sports college has every facility you could ever hope for.There are a huge library and the students also, can use WiFi for studies.There us one swimming pool four football courts three basketball courts volleyball court gym etc.
							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",life pretty amazing be study sport college every facility could ever hope forthere huge library student also use WiFi studiesThere we one swimming pool four football court three basketball court volleyball court gym etc Infrastructure Placements Academics Campus Life Industry Exposure Hostel
182,So far the best thing that's ever happened to me,"Being a final year student I know a lot about this college and would love to tell u all that the place is awesome, with great infrastructure, great teaching staff, a million of opportunities, and home to life long friends.Getting a placement is not a problem here.As a matter of fact u must know that is the ranked  first in NITs in India, and 9 in all engineering institutes.
Once you get into such an institute scope is not a barrier, and you can always believe that sky is definitely not the limit

							   

											
Infrastructure
													



Placements
													



Academics
													



Campus Life
													



Industry Exposure
													



Hostel",be final year student I know lot college would love tell u place awesome great infrastructure great teaching staff million opportunity home life long friendsgette placement problem hereAs matter fact u must know rank first nits India 9 engineering institute once get institute scope barrier always believe sky definitely limit infrastructure Placements Academics Campus Life Industry Exposure Hostel
